epoch,accuracy,loss,val_accuracy,val_loss
0,0.3692222535610199,1.328934669494629,0.42363113164901733,1.278584599494934
1,0.6249654293060303,1.0116876363754272,0.6340057849884033,0.9635875225067139
2,0.7835593819618225,0.5990791320800781,0.6829971075057983,0.8463751077651978
3,0.8516468405723572,0.4115689992904663,0.6858789920806885,0.7893236875534058
4,0.8843066692352295,0.31865936517715454,0.6887608170509338,0.8603646755218506
5,0.9117076992988586,0.2574555575847626,0.6772334575653076,0.918730616569519
6,0.9346803426742554,0.20451506972312927,0.6858789920806885,0.9711745381355286
7,0.9468585848808289,0.17256371676921844,0.6772334575653076,1.030749797821045
8,0.9579296708106995,0.14537669718265533,0.6772334575653076,1.0805612802505493
9,0.9620813727378845,0.13158202171325684,0.6829971075057983,1.1665433645248413
10,0.9656794667243958,0.12021657079458237,0.680115282535553,1.1987812519073486
11,0.9681705236434937,0.10679520666599274,0.6714697480201721,1.2608894109725952
12,0.9698311686515808,0.09698094427585602,0.6657060384750366,1.3054707050323486
13,0.9709382653236389,0.09347706288099289,0.6685879230499268,1.3451955318450928
14,0.9739828109741211,0.0867898240685463,0.6628242135047913,1.357129454612732
15,0.975089967250824,0.07877975702285767,0.6743515729904175,1.4120672941207886
16,0.9759202599525452,0.0754067450761795,0.6772334575653076,1.4369392395019531
17,0.975089967250824,0.07445266097784042,0.6743515729904175,1.4683048725128174
18,0.973429262638092,0.07629851251840591,0.6599423885345459,1.502987027168274
19,0.9761970639228821,0.069963239133358,0.6628242135047913,1.551609754562378
20,0.9767506122589111,0.06936278194189072,0.6714697480201721,1.6141690015792847
21,0.9786880612373352,0.05969208851456642,0.6685879230499268,1.5651836395263672
22,0.9775809645652771,0.05912386253476143,0.6743515729904175,1.5942323207855225
23,0.9775809645652771,0.06409870088100433,0.680115282535553,1.6355191469192505
24,0.977027416229248,0.06198679655790329,0.6714697480201721,1.6273530721664429
